,timestamp,equity,cash,position_value
0,2024-09-01 00:00:00,50000.0,50000.0,0.0
1,2024-09-01 01:00:00,50000.0,50000.0,0.0
2,2024-09-01 02:00:00,50000.0,50000.0,0.0
3,2024-09-01 03:00:00,50000.0,50000.0,0.0
4,2024-09-01 04:00:00,50000.0,50000.0,0.0
5,2024-09-01 05:00:00,50000.0,50000.0,0.0
6,2024-09-01 06:00:00,50000.0,50000.0,0.0
7,2024-09-01 07:00:00,50000.0,50000.0,0.0
8,2024-09-01 08:00:00,50000.0,50000.0,0.0
9,2024-09-01 09:00:00,50000.0,50000.0,0.0
10,2024-09-01 10:00:00,50000.0,50000.0,0.0
11,2024-09-01 11:00:00,50000.0,50000.0,0.0
12,2024-09-01 12:00:00,50000.0,50000.0,0.0
13,2024-09-01 13:00:00,50000.0,50000.0,0.0
14,2024-09-01 14:00:00,50000.0,50000.0,0.0
15,2024-09-01 15:00:00,50000.0,50000.0,0.0
16,2024-09-01 16:00:00,50000.0,50000.0,0.0
17,2024-09-01 17:00:00,50000.0,50000.0,0.0
18,2024-09-01 18:00:00,50000.0,50000.0,0.0
19,2024-09-01 19:00:00,50000.0,50000.0,0.0
20,2024-09-01 20:00:00,50000.0,50000.0,0.0
21,2024-09-01 21:00:00,50000.0,50000.0,0.0
22,2024-09-01 22:00:00,50000.0,50000.0,0.0
23,2024-09-01 23:00:00,50000.0,50000.0,0.0
24,2024-09-02 00:00:00,50000.0,50000.0,0.0
25,2024-09-02 01:00:00,50000.0,50000.0,0.0
26,2024-09-02 02:00:00,50000.0,50000.0,0.0
27,2024-09-02 03:00:00,50000.0,50000.0,0.0
28,2024-09-02 04:00:00,50000.0,50000.0,0.0
29,2024-09-02 05:00:00,50000.0,50000.0,0.0
30,2024-09-02 06:00:00,50000.0,50000.0,0.0
31,2024-09-02 07:00:00,50000.0,50000.0,0.0
32,2024-09-02 08:00:00,50000.0,50000.0,0.0
33,2024-09-02 09:00:00,50000.0,50000.0,0.0
34,2024-09-02 10:00:00,50000.0,50000.0,0.0
35,2024-09-02 11:00:00,50000.0,50000.0,0.0
36,2024-09-02 12:00:00,50000.0,50000.0,0.0
37,2024-09-02 13:00:00,50000.0,50000.0,0.0
38,2024-09-02 14:00:00,50000.0,50000.0,0.0
39,2024-09-02 15:00:00,50000.0,50000.0,0.0
40,2024-09-02 16:00:00,50000.0,50000.0,0.0
41,2024-09-02 17:00:00,50000.0,50000.0,0.0
42,2024-09-02 18:00:00,50000.0,50000.0,0.0
43,2024-09-02 19:00:00,50000.0,50000.0,0.0
44,2024-09-02 20:00:00,50000.0,50000.0,0.0
45,2024-09-02 21:00:00,50000.0,50000.0,0.0
46,2024-09-02 22:00:00,50000.0,50000.0,0.0
47,2024-09-02 23:00:00,50000.0,50000.0,0.0
48,2024-09-03 00:00:00,50000.0,50000.0,0.0
49,2024-09-03 01:00:00,50000.0,50000.0,0.0
50,2024-09-03 02:00:00,50000.0,50000.0,0.0
51,2024-09-03 03:00:00,50000.0,50000.0,0.0
52,2024-09-03 04:00:00,50000.0,50000.0,0.0
53,2024-09-03 05:00:00,50000.0,50000.0,0.0
54,2024-09-03 06:00:00,50000.0,50000.0,0.0
55,2024-09-03 07:00:00,50000.0,50000.0,0.0
56,2024-09-03 08:00:00,50000.0,50000.0,0.0
57,2024-09-03 09:00:00,50000.0,50000.0,0.0
58,2024-09-03 10:00:00,50000.0,50000.0,0.0
59,2024-09-03 11:00:00,50000.0,50000.0,0.0
60,2024-09-03 12:00:00,50000.0,50000.0,0.0
61,2024-09-03 13:00:00,50000.0,50000.0,0.0
62,2024-09-03 14:00:00,50000.0,50000.0,0.0
63,2024-09-03 15:00:00,50000.0,50000.0,0.0
64,2024-09-03 16:00:00,50000.0,50000.0,0.0
65,2024-09-03 17:00:00,50000.0,50000.0,0.0
66,2024-09-03 18:00:00,50000.0,50000.0,0.0
67,2024-09-03 19:00:00,50000.0,50000.0,0.0
68,2024-09-03 20:00:00,50000.0,50000.0,0.0
69,2024-09-03 21:00:00,50000.0,50000.0,0.0
70,2024-09-03 22:00:00,50000.0,50000.0,0.0
71,2024-09-03 23:00:00,50000.0,50000.0,0.0
72,2024-09-04 00:00:00,50000.0,50000.0,0.0
73,2024-09-04 01:00:00,44994.94777367607,44994.97277367607,-0.02500000000145519
74,2024-09-04 02:00:00,44982.972571502076,44994.97277367607,-12.000202173992875
75,2024-09-04 03:00:00,44983.49824765633,44994.97277367607,-11.474526019737823
76,2024-09-04 04:00:00,44987.02212700195,44994.97277367607,-7.950646674122254
77,2024-09-04 05:00:00,44948.10360046604,44994.97277367607,-46.86917321002693
78,2024-09-04 06:00:00,44950.30404386551,44994.97277367607,-44.66872981056076
79,2024-09-04 07:00:00,44991.60088077435,44994.97277367607,-3.371892901719548
80,2024-09-04 08:00:00,44994.85972071891,44994.97277367607,-0.11305295716010733
81,2024-09-04 09:00:00,44978.480109627686,44994.97277367607,-16.49266404838272
82,2024-09-04 10:00:00,44966.10514702818,44994.97277367607,-28.867626647886937
83,2024-09-04 11:00:00,44976.36771918538,44994.97277367607,-18.605054490690236
84,2024-09-04 12:00:00,44978.74426849917,44994.97277367607,-16.22850517689949
85,2024-09-04 13:00:00,44969.059323740956,44994.97277367607,-25.91344993511302
86,2024-09-04 14:00:00,45058.970198298775,44994.97277367607,63.9974246227066
87,2024-09-04 15:00:00,45113.8183853148,44994.97277367607,118.8456116387315
88,2024-09-04 16:00:00,45137.774953369786,44994.97277367607,142.80217969371733
89,2024-09-04 17:00:00,45091.27682828141,44994.97277367607,96.30405460533802
90,2024-09-04 18:00:00,45074.195435121605,44994.97277367607,79.22266144553578
91,2024-09-04 19:00:00,45107.12724110008,44994.97277367607,112.154467424014
92,2024-09-04 20:00:00,45106.24671152847,44994.97277367607,111.27393785239838
93,2024-09-04 21:00:00,45110.824584771304,44994.97277367607,115.85181109523546
94,2024-09-04 22:00:00,45113.553345913744,44994.97277367607,118.58057223767537
95,2024-09-04 23:00:00,45099.45694800173,44994.97277367607,104.48417432566202
96,2024-09-05 00:00:00,45101.82116990152,44994.97277367607,106.84839622545405
97,2024-09-05 01:00:00,45103.95557358312,44994.97277367607,108.98279990705487
98,2024-09-05 02:00:00,45074.986150676916,44994.97277367607,80.01337700084696
99,2024-09-05 03:00:00,45025.89046335226,44994.97277367607,30.917689676192822
100,2024-09-05 04:00:00,45032.140462251606,44994.97277367607,37.167688575536886
101,2024-09-05 05:00:00,45031.135778010386,44994.97277367607,36.16300433431752
102,2024-09-05 06:00:00,45006.39465810709,44994.97277367607,11.4218844310235
103,2024-09-05 07:00:00,45027.623345549204,44994.97277367607,32.65057187313505
104,2024-09-05 08:00:00,45014.318543722075,44994.97277367607,19.345770046005782
105,2024-09-05 09:00:00,44996.0915815896,44994.97277367607,1.118807913531782
106,2024-09-05 10:00:00,44993.802204703396,44994.97277367607,-1.170568972673209
107,2024-09-05 11:00:00,44987.37521936016,44994.97277367607,-7.597554315907473
108,2024-09-05 12:00:00,44984.20443237277,44994.97277367607,-10.768341303300986
109,2024-09-05 13:00:00,45016.486407527394,44994.97277367607,21.51363385132572
110,2024-09-05 14:00:00,44975.04780535752,44994.97277367607,-19.924968318548054
111,2024-09-05 15:00:00,44923.80098428941,44994.97277367607,-71.17178938665893
112,2024-09-05 16:00:00,44955.41111538089,44994.97277367607,-39.56165829517704
113,2024-09-05 17:00:00,44979.00842737066,44994.97277367607,-15.96434630540898
114,2024-09-05 18:00:00,44974.253567683925,44994.97277367607,-20.719205992143543
115,2024-09-05 19:00:00,44931.19743269099,44994.97277367607,-63.77534098507749
116,2024-09-05 20:00:00,44934.19035270492,44994.97277367607,-60.782420971147076
117,2024-09-05 21:00:00,44939.174150080275,44994.97277367607,-55.7986235957942
118,2024-09-05 22:00:00,44935.12371405083,44994.97277367607,-59.849059625237714
119,2024-09-05 23:00:00,44941.76290702083,44994.97277367607,-53.20986665524106
120,2024-09-06 00:00:00,44941.93901293515,44994.97277367607,-53.03376074091648
121,2024-09-06 01:00:00,44975.13409725554,44994.97277367607,-19.838676420527918
122,2024-09-06 02:00:00,44990.89645711706,44994.97277367607,-4.076316559010593
123,2024-09-06 03:00:00,44977.6885135428,44994.97277367607,-17.284260133266798
124,2024-09-06 04:00:00,44978.2749462375,44994.97277367607,-16.69782743856922
125,2024-09-06 05:00:00,44969.14825722769,44994.97277367607,-25.824516448381473
126,2024-09-06 06:00:00,44963.77702684083,44994.97277367607,-31.195746835241152
127,2024-09-06 07:00:00,44908.6805304856,44994.97277367607,-86.29224319046625
128,2024-09-06 08:00:00,44906.8067635572,44994.97277367607,-88.16601011886814
129,2024-09-06 09:00:00,44916.215222029925,44994.97277367607,-78.75755164614384
130,2024-09-06 10:00:00,44941.587681636076,44994.97277367607,-53.38509203999274
131,2024-09-06 11:00:00,44925.8332465407,44994.97277367607,-69.13952713536855
132,2024-09-06 12:00:00,45002.87077876148,44994.97277367607,7.898005085407931
133,2024-09-06 13:00:00,44916.75674771647,44994.97277367607,-78.21602595959848
134,2024-09-06 14:00:00,49809.55079223693,49809.55079223693,0.0
135,2024-09-06 15:00:00,44823.5626281774,44823.5875329528,-0.024904775396862533
136,2024-09-06 16:00:00,44826.23443613426,44823.5875329528,2.6469031814631307
137,2024-09-06 17:00:00,44813.42376673089,44823.5875329528,-10.16376622190728
138,2024-09-06 18:00:00,44759.754434977884,44823.5875329528,-63.83309797491529
139,2024-09-06 19:00:00,44776.49217361348,44823.5875329528,-47.09535933932057
140,2024-09-06 20:00:00,44718.68509154202,44718.709938045606,-0.02484650358383078
141,2024-09-06 21:00:00,44801.235557595435,44718.709938045606,82.52561954982957
142,2024-09-06 22:00:00,44789.719947042606,44718.709938045606,71.01000899700011
143,2024-09-06 23:00:00,44819.689098004834,44718.709938045606,100.97915995922813
144,2024-09-07 00:00:00,44815.08792756772,44718.709938045606,96.37798952211597
145,2024-09-07 01:00:00,44805.63283708199,44718.709938045606,86.92289903638448
146,2024-09-07 02:00:00,44804.56452366827,44718.709938045606,85.85458562266285
147,2024-09-07 03:00:00,44806.153369739164,44718.709938045606,87.44343169355852
148,2024-09-07 04:00:00,44828.86137201077,44718.709938045606,110.15143396516214
149,2024-09-07 05:00:00,44840.5517462355,44718.709938045606,121.84180818989262
150,2024-09-07 06:00:00,44853.25687726482,44718.709938045606,134.54693921921717
